name_name,name_url,name_rank,name_rank_url,name_Athletics,name_Athletics_url
Indiana University - Bloomington,https://www.niche.com/colleges/indiana-university---bloomington/,36,https://www.niche.com/colleges/indiana-university---bloomington/,A+,https://www.niche.com/colleges/indiana-university---bloomington/
University of Virginia,https://www.niche.com/colleges/university-of-virginia/,37,https://www.niche.com/colleges/university-of-virginia/,A+,https://www.niche.com/colleges/university-of-virginia/
Arizona State University,https://www.niche.com/colleges/arizona-state-university/,38,https://www.niche.com/colleges/arizona-state-university/,A+,https://www.niche.com/colleges/arizona-state-university/
Oklahoma State University,https://www.niche.com/colleges/oklahoma-state-university/,39,https://www.niche.com/colleges/oklahoma-state-university/,A+,https://www.niche.com/colleges/oklahoma-state-university/
Stanford University,https://www.niche.com/colleges/stanford-university/,40,https://www.niche.com/colleges/stanford-university/,A+,https://www.niche.com/colleges/stanford-university/
University of Arkansas,https://www.niche.com/colleges/university-of-arkansas/,41,https://www.niche.com/colleges/university-of-arkansas/,A+,https://www.niche.com/colleges/university-of-arkansas/
University of Oregon,https://www.niche.com/colleges/university-of-oregon/,42,https://www.niche.com/colleges/university-of-oregon/,A+,https://www.niche.com/colleges/university-of-oregon/
Texas Christian University,https://www.niche.com/colleges/texas-christian-university/,43,https://www.niche.com/colleges/texas-christian-university/,A+,https://www.niche.com/colleges/texas-christian-university/
University of Minnesota - Twin Cities,https://www.niche.com/colleges/university-of-minnesota---twin-cities/,44,https://www.niche.com/colleges/university-of-minnesota---twin-cities/,A+,https://www.niche.com/colleges/university-of-minnesota---twin-cities/
Virginia Tech,https://www.niche.com/colleges/virginia-tech/,45,https://www.niche.com/colleges/virginia-tech/,A+,https://www.niche.com/colleges/virginia-tech/
University of Iowa,https://www.niche.com/colleges/university-of-iowa/,46,https://www.niche.com/colleges/university-of-iowa/,A+,https://www.niche.com/colleges/university-of-iowa/
Oregon State University,https://www.niche.com/colleges/oregon-state-university/,47,https://www.niche.com/colleges/oregon-state-university/,A+,https://www.niche.com/colleges/oregon-state-university/
University of Nebraska - Lincoln,https://www.niche.com/colleges/university-of-nebraska---lincoln/,48,https://www.niche.com/colleges/university-of-nebraska---lincoln/,A+,https://www.niche.com/colleges/university-of-nebraska---lincoln/
University of Missouri,https://www.niche.com/colleges/university-of-missouri/,49,https://www.niche.com/colleges/university-of-missouri/,A+,https://www.niche.com/colleges/university-of-missouri/
Georgia Southern University,https://www.niche.com/colleges/georgia-southern-university/,50,https://www.niche.com/colleges/georgia-southern-university/,A+,https://www.niche.com/colleges/georgia-southern-university/
Texas Tech University,https://www.niche.com/colleges/texas-tech-university/,51,https://www.niche.com/colleges/texas-tech-university/,A+,https://www.niche.com/colleges/texas-tech-university/
West Virginia University,https://www.niche.com/colleges/west-virginia-university/,52,https://www.niche.com/colleges/west-virginia-university/,A+,https://www.niche.com/colleges/west-virginia-university/
Western Kentucky University,https://www.niche.com/colleges/western-kentucky-university/,53,https://www.niche.com/colleges/western-kentucky-university/,A+,https://www.niche.com/colleges/western-kentucky-university/
University of California - Berkeley,https://www.niche.com/colleges/university-of-california---berkeley/,54,https://www.niche.com/colleges/university-of-california---berkeley/,A+,https://www.niche.com/colleges/university-of-california---berkeley/
Kansas State University,https://www.niche.com/colleges/kansas-state-university/,55,https://www.niche.com/colleges/kansas-state-university/,A+,https://www.niche.com/colleges/kansas-state-university/
Rutgers University,https://www.niche.com/colleges/rutgers-university/,56,https://www.niche.com/colleges/rutgers-university/,A+,https://www.niche.com/colleges/rutgers-university/
Appalachian State University,https://www.niche.com/colleges/appalachian-state-university/,57,https://www.niche.com/colleges/appalachian-state-university/,A+,https://www.niche.com/colleges/appalachian-state-university/
University of Pittsburgh,https://www.niche.com/colleges/university-of-pittsburgh/,58,https://www.niche.com/colleges/university-of-pittsburgh/,A+,https://www.niche.com/colleges/university-of-pittsburgh/
Wake Forest University,https://www.niche.com/colleges/wake-forest-university/,59,https://www.niche.com/colleges/wake-forest-university/,A+,https://www.niche.com/colleges/wake-forest-university/
University of Colorado - Boulder,https://www.niche.com/colleges/university-of-colorado---boulder/,60,https://www.niche.com/colleges/university-of-colorado---boulder/,A+,https://www.niche.com/colleges/university-of-colorado---boulder/
Georgia Institute of Technology,https://www.niche.com/colleges/georgia-institute-of-technology/,61,https://www.niche.com/colleges/georgia-institute-of-technology/,A+,https://www.niche.com/colleges/georgia-institute-of-technology/
Washington State University,https://www.niche.com/colleges/washington-state-university/,62,https://www.niche.com/colleges/washington-state-university/,A+,https://www.niche.com/colleges/washington-state-university/
North Carolina State University,https://www.niche.com/colleges/north-carolina-state-university/,63,https://www.niche.com/colleges/north-carolina-state-university/,A+,https://www.niche.com/colleges/north-carolina-state-university/
Iowa State University,https://www.niche.com/colleges/iowa-state-university/,64,https://www.niche.com/colleges/iowa-state-university/,A+,https://www.niche.com/colleges/iowa-state-university/
Boston College,https://www.niche.com/colleges/boston-college/,65,https://www.niche.com/colleges/boston-college/,A+,https://www.niche.com/colleges/boston-college/
University of Utah,https://www.niche.com/colleges/university-of-utah/,66,https://www.niche.com/colleges/university-of-utah/,A+,https://www.niche.com/colleges/university-of-utah/
Purdue University,https://www.niche.com/colleges/purdue-university/,67,https://www.niche.com/colleges/purdue-university/,A+,https://www.niche.com/colleges/purdue-university/
University of Illinois at Urbana-Champaign,https://www.niche.com/colleges/university-of-illinois-at-urbana-champaign/,68,https://www.niche.com/colleges/university-of-illinois-at-urbana-champaign/,A+,https://www.niche.com/colleges/university-of-illinois-at-urbana-champaign/
Grand Valley State University,https://www.niche.com/colleges/grand-valley-state-university/,69,https://www.niche.com/colleges/grand-valley-state-university/,A+,https://www.niche.com/colleges/grand-valley-state-university/
Villanova University,https://www.niche.com/colleges/villanova-university/,70,https://www.niche.com/colleges/villanova-university/,A+,https://www.niche.com/colleges/villanova-university/
California State University - Fresno,https://www.niche.com/colleges/california-state-university---fresno/,71,https://www.niche.com/colleges/california-state-university---fresno/,A+,https://www.niche.com/colleges/california-state-university---fresno/
North Dakota State University,https://www.niche.com/colleges/north-dakota-state-university/,72,https://www.niche.com/colleges/north-dakota-state-university/,A+,https://www.niche.com/colleges/north-dakota-state-university/
East Carolina University,https://www.niche.com/colleges/east-carolina-university/,73,https://www.niche.com/colleges/east-carolina-university/,A+,https://www.niche.com/colleges/east-carolina-university/
University of Memphis,https://www.niche.com/colleges/university-of-memphis/,74,https://www.niche.com/colleges/university-of-memphis/,A+,https://www.niche.com/colleges/university-of-memphis/
University of Houston,https://www.niche.com/colleges/university-of-houston/,75,https://www.niche.com/colleges/university-of-houston/,A+,https://www.niche.com/colleges/university-of-houston/
Northwestern University,https://www.niche.com/colleges/northwestern-university/,76,https://www.niche.com/colleges/northwestern-university/,A+,https://www.niche.com/colleges/northwestern-university/
San Diego State University,https://www.niche.com/colleges/san-diego-state-university/,77,https://www.niche.com/colleges/san-diego-state-university/,A+,https://www.niche.com/colleges/san-diego-state-university/
Southern Methodist University,https://www.niche.com/colleges/southern-methodist-university/,78,https://www.niche.com/colleges/southern-methodist-university/,A+,https://www.niche.com/colleges/southern-methodist-university/
University of Central Florida,https://www.niche.com/colleges/university-of-central-florida/,79,https://www.niche.com/colleges/university-of-central-florida/,A+,https://www.niche.com/colleges/university-of-central-florida/
University of Wisconsin - Whitewater,https://www.niche.com/colleges/university-of-wisconsin---whitewater/,80,https://www.niche.com/colleges/university-of-wisconsin---whitewater/,A+,https://www.niche.com/colleges/university-of-wisconsin---whitewater/
University of Akron,https://www.niche.com/colleges/university-of-akron/,81,https://www.niche.com/colleges/university-of-akron/,A+,https://www.niche.com/colleges/university-of-akron/
Boise State University,https://www.niche.com/colleges/boise-state-university/,82,https://www.niche.com/colleges/boise-state-university/,A+,https://www.niche.com/colleges/boise-state-university/
Rice University,https://www.niche.com/colleges/rice-university/,83,https://www.niche.com/colleges/rice-university/,A,https://www.niche.com/colleges/rice-university/
University of Cincinnati,https://www.niche.com/colleges/university-of-cincinnati/,84,https://www.niche.com/colleges/university-of-cincinnati/,A,https://www.niche.com/colleges/university-of-cincinnati/
University of North Dakota,https://www.niche.com/colleges/university-of-north-dakota/,85,https://www.niche.com/colleges/university-of-north-dakota/,A,https://www.niche.com/colleges/university-of-north-dakota/
Colorado State University,https://www.niche.com/colleges/colorado-state-university/,86,https://www.niche.com/colleges/colorado-state-university/,A,https://www.niche.com/colleges/colorado-state-university/
Brigham Young University,https://www.niche.com/colleges/brigham-young-university/,87,https://www.niche.com/colleges/brigham-young-university/,A,https://www.niche.com/colleges/brigham-young-university/
Temple University,https://www.niche.com/colleges/temple-university/,88,https://www.niche.com/colleges/temple-university/,A,https://www.niche.com/colleges/temple-university/
University of Wyoming,https://www.niche.com/colleges/university-of-wyoming/,89,https://www.niche.com/colleges/university-of-wyoming/,A,https://www.niche.com/colleges/university-of-wyoming/
Old Dominion University,https://www.niche.com/colleges/old-dominion-university/,90,https://www.niche.com/colleges/old-dominion-university/,A,https://www.niche.com/colleges/old-dominion-university/
University of Tulsa,https://www.niche.com/colleges/university-of-tulsa/,91,https://www.niche.com/colleges/university-of-tulsa/,A,https://www.niche.com/colleges/university-of-tulsa/
Western Michigan University,https://www.niche.com/colleges/western-michigan-university/,92,https://www.niche.com/colleges/western-michigan-university/,A,https://www.niche.com/colleges/western-michigan-university/
Louisiana Tech University,https://www.niche.com/colleges/louisiana-tech-university/,93,https://www.niche.com/colleges/louisiana-tech-university/,A,https://www.niche.com/colleges/louisiana-tech-university/
University of South Florida,https://www.niche.com/colleges/university-of-south-florida/,94,https://www.niche.com/colleges/university-of-south-florida/,A,https://www.niche.com/colleges/university-of-south-florida/
University of Louisiana - Lafayette,https://www.niche.com/colleges/university-of-louisiana---lafayette/,95,https://www.niche.com/colleges/university-of-louisiana---lafayette/,A,https://www.niche.com/colleges/university-of-louisiana---lafayette/
Utah State University,https://www.niche.com/colleges/utah-state-university/,96,https://www.niche.com/colleges/utah-state-university/,A,https://www.niche.com/colleges/utah-state-university/
University of Massachusetts - Amherst,https://www.niche.com/colleges/university-of-massachusetts---amherst/,97,https://www.niche.com/colleges/university-of-massachusetts---amherst/,A,https://www.niche.com/colleges/university-of-massachusetts---amherst/
Middle Tennessee State University,https://www.niche.com/colleges/middle-tennessee-state-university/,98,https://www.niche.com/colleges/middle-tennessee-state-university/,A,https://www.niche.com/colleges/middle-tennessee-state-university/
Arkansas State University,https://www.niche.com/colleges/arkansas-state-university/,99,https://www.niche.com/colleges/arkansas-state-university/,A,https://www.niche.com/colleges/arkansas-state-university/
James Madison University,https://www.niche.com/colleges/james-madison-university/,100,https://www.niche.com/colleges/james-madison-university/,A,https://www.niche.com/colleges/james-madison-university/
Central Michigan University,https://www.niche.com/colleges/central-michigan-university/,101,https://www.niche.com/colleges/central-michigan-university/,A,https://www.niche.com/colleges/central-michigan-university/
University of Southern Mississippi,https://www.niche.com/colleges/university-of-southern-mississippi/,102,https://www.niche.com/colleges/university-of-southern-mississippi/,A,https://www.niche.com/colleges/university-of-southern-mississippi/
University of Toledo,https://www.niche.com/colleges/university-of-toledo/,103,https://www.niche.com/colleges/university-of-toledo/,A,https://www.niche.com/colleges/university-of-toledo/
Marshall University,https://www.niche.com/colleges/marshall-university/,104,https://www.niche.com/colleges/marshall-university/,A,https://www.niche.com/colleges/marshall-university/
University of Nevada - Reno,https://www.niche.com/colleges/university-of-nevada---reno/,105,https://www.niche.com/colleges/university-of-nevada---reno/,A,https://www.niche.com/colleges/university-of-nevada---reno/
University of South Alabama,https://www.niche.com/colleges/university-of-south-alabama/,106,https://www.niche.com/colleges/university-of-south-alabama/,A,https://www.niche.com/colleges/university-of-south-alabama/
Bowling Green State University,https://www.niche.com/colleges/bowling-green-state-university/,107,https://www.niche.com/colleges/bowling-green-state-university/,A,https://www.niche.com/colleges/bowling-green-state-university/
Ohio University,https://www.niche.com/colleges/ohio-university/,108,https://www.niche.com/colleges/ohio-university/,A,https://www.niche.com/colleges/ohio-university/
University of Texas - San Antonio,https://www.niche.com/colleges/university-of-texas---san-antonio/,109,https://www.niche.com/colleges/university-of-texas---san-antonio/,A,https://www.niche.com/colleges/university-of-texas---san-antonio/
University of Texas - El Paso,https://www.niche.com/colleges/university-of-texas---el-paso/,110,https://www.niche.com/colleges/university-of-texas---el-paso/,A,https://www.niche.com/colleges/university-of-texas---el-paso/
University of North Texas,https://www.niche.com/colleges/university-of-north-texas/,111,https://www.niche.com/colleges/university-of-north-texas/,A,https://www.niche.com/colleges/university-of-north-texas/
Ball State University,https://www.niche.com/colleges/ball-state-university/,112,https://www.niche.com/colleges/ball-state-university/,A,https://www.niche.com/colleges/ball-state-university/
University of Nevada - Las Vegas,https://www.niche.com/colleges/university-of-nevada---las-vegas/,113,https://www.niche.com/colleges/university-of-nevada---las-vegas/,A,https://www.niche.com/colleges/university-of-nevada---las-vegas/
Northern Illinois University,https://www.niche.com/colleges/northern-illinois-university/,114,https://www.niche.com/colleges/northern-illinois-university/,A,https://www.niche.com/colleges/northern-illinois-university/
University of New Mexico,https://www.niche.com/colleges/university-of-new-mexico/,115,https://www.niche.com/colleges/university-of-new-mexico/,A,https://www.niche.com/colleges/university-of-new-mexico/
Troy University,https://www.niche.com/colleges/troy-university/,116,https://www.niche.com/colleges/troy-university/,A,https://www.niche.com/colleges/troy-university/
"University at Buffalo, SUNY",https://www.niche.com/colleges/university-at-buffalo-suny/,117,https://www.niche.com/colleges/university-at-buffalo-suny/,A,https://www.niche.com/colleges/university-at-buffalo-suny/
University of Alabama - Birmingham,https://www.niche.com/colleges/university-of-alabama---birmingham/,118,https://www.niche.com/colleges/university-of-alabama---birmingham/,A,https://www.niche.com/colleges/university-of-alabama---birmingham/
University of Hawaii at Manoa,https://www.niche.com/colleges/university-of-hawaii-at-manoa/,119,https://www.niche.com/colleges/university-of-hawaii-at-manoa/,A,https://www.niche.com/colleges/university-of-hawaii-at-manoa/
University of Minnesota - Duluth,https://www.niche.com/colleges/university-of-minnesota---duluth/,120,https://www.niche.com/colleges/university-of-minnesota---duluth/,A,https://www.niche.com/colleges/university-of-minnesota---duluth/
Florida Atlantic University,https://www.niche.com/colleges/florida-atlantic-university/,121,https://www.niche.com/colleges/florida-atlantic-university/,A,https://www.niche.com/colleges/florida-atlantic-university/
Texas State University,https://www.niche.com/colleges/texas-state-university/,122,https://www.niche.com/colleges/texas-state-university/,A,https://www.niche.com/colleges/texas-state-university/
Florida International University,https://www.niche.com/colleges/florida-international-university/,123,https://www.niche.com/colleges/florida-international-university/,A,https://www.niche.com/colleges/florida-international-university/
Miami University,https://www.niche.com/colleges/miami-university/,124,https://www.niche.com/colleges/miami-university/,A,https://www.niche.com/colleges/miami-university/
Kent State University,https://www.niche.com/colleges/kent-state-university/,125,https://www.niche.com/colleges/kent-state-university/,A,https://www.niche.com/colleges/kent-state-university/
University of Mount Union,https://www.niche.com/colleges/university-of-mount-union/,126,https://www.niche.com/colleges/university-of-mount-union/,A,https://www.niche.com/colleges/university-of-mount-union/
Valdosta State University,https://www.niche.com/colleges/valdosta-state-university/,127,https://www.niche.com/colleges/valdosta-state-university/,A,https://www.niche.com/colleges/valdosta-state-university/
Delta State University,https://www.niche.com/colleges/delta-state-university/,128,https://www.niche.com/colleges/delta-state-university/,A,https://www.niche.com/colleges/delta-state-university/
University of Montana,https://www.niche.com/colleges/university-of-montana/,129,https://www.niche.com/colleges/university-of-montana/,A,https://www.niche.com/colleges/university-of-montana/
Georgia State University,https://www.niche.com/colleges/georgia-state-university/,130,https://www.niche.com/colleges/georgia-state-university/,A,https://www.niche.com/colleges/georgia-state-university/
University of Richmond,https://www.niche.com/colleges/university-of-richmond/,131,https://www.niche.com/colleges/university-of-richmond/,A,https://www.niche.com/colleges/university-of-richmond/
University of Idaho,https://www.niche.com/colleges/university-of-idaho/,132,https://www.niche.com/colleges/university-of-idaho/,A,https://www.niche.com/colleges/university-of-idaho/
Providence College,https://www.niche.com/colleges/providence-college/,133,https://www.niche.com/colleges/providence-college/,A,https://www.niche.com/colleges/providence-college/
University of Delaware,https://www.niche.com/colleges/university-of-delaware/,134,https://www.niche.com/colleges/university-of-delaware/,A,https://www.niche.com/colleges/university-of-delaware/
New Mexico State University,https://www.niche.com/colleges/new-mexico-state-university/,135,https://www.niche.com/colleges/new-mexico-state-university/,A,https://www.niche.com/colleges/new-mexico-state-university/
San Jose State University,https://www.niche.com/colleges/san-jose-state-university/,136,https://www.niche.com/colleges/san-jose-state-university/,A,https://www.niche.com/colleges/san-jose-state-university/
Eastern Washington University,https://www.niche.com/colleges/eastern-washington-university/,137,https://www.niche.com/colleges/eastern-washington-university/,A,https://www.niche.com/colleges/eastern-washington-university/
Elon University,https://www.niche.com/colleges/elon-university/,138,https://www.niche.com/colleges/elon-university/,A,https://www.niche.com/colleges/elon-university/
University of Louisiana - Monroe,https://www.niche.com/colleges/university-of-louisiana---monroe/,139,https://www.niche.com/colleges/university-of-louisiana---monroe/,A,https://www.niche.com/colleges/university-of-louisiana---monroe/
Northwest Missouri State University,https://www.niche.com/colleges/northwest-missouri-state-university/,140,https://www.niche.com/colleges/northwest-missouri-state-university/,A,https://www.niche.com/colleges/northwest-missouri-state-university/
University of Central Missouri,https://www.niche.com/colleges/university-of-central-missouri/,141,https://www.niche.com/colleges/university-of-central-missouri/,A-,https://www.niche.com/colleges/university-of-central-missouri/
Eastern Michigan University,https://www.niche.com/colleges/eastern-michigan-university/,142,https://www.niche.com/colleges/eastern-michigan-university/,A-,https://www.niche.com/colleges/eastern-michigan-university/
Pittsburg State University,https://www.niche.com/colleges/pittsburg-state-university/,143,https://www.niche.com/colleges/pittsburg-state-university/,A-,https://www.niche.com/colleges/pittsburg-state-university/
University of St. Thomas - Minnesota,https://www.niche.com/colleges/university-of-st-thomas---minnesota/,144,https://www.niche.com/colleges/university-of-st-thomas---minnesota/,A-,https://www.niche.com/colleges/university-of-st-thomas---minnesota/
Tulane University,https://www.niche.com/colleges/tulane-university/,145,https://www.niche.com/colleges/tulane-university/,A-,https://www.niche.com/colleges/tulane-university/
Florida Southern College,https://www.niche.com/colleges/florida-southern-college/,146,https://www.niche.com/colleges/florida-southern-college/,A-,https://www.niche.com/colleges/florida-southern-college/
University of Wisconsin - Stevens Point,https://www.niche.com/colleges/university-of-wisconsin---stevens-point/,147,https://www.niche.com/colleges/university-of-wisconsin---stevens-point/,A-,https://www.niche.com/colleges/university-of-wisconsin---stevens-point/
Coastal Carolina University,https://www.niche.com/colleges/coastal-carolina-university/,148,https://www.niche.com/colleges/coastal-carolina-university/,A-,https://www.niche.com/colleges/coastal-carolina-university/
Augustana University,https://www.niche.com/colleges/augustana-university/,149,https://www.niche.com/colleges/augustana-university/,A-,https://www.niche.com/colleges/augustana-university/
Colorado State University - Pueblo,https://www.niche.com/colleges/colorado-state-university---pueblo/,150,https://www.niche.com/colleges/colorado-state-university---pueblo/,A-,https://www.niche.com/colleges/colorado-state-university---pueblo/
Amherst College,https://www.niche.com/colleges/amherst-college/,151,https://www.niche.com/colleges/amherst-college/,A-,https://www.niche.com/colleges/amherst-college/
Williams College,https://www.niche.com/colleges/williams-college/,152,https://www.niche.com/colleges/williams-college/,A-,https://www.niche.com/colleges/williams-college/
Kennesaw State University,https://www.niche.com/colleges/kennesaw-state-university/,153,https://www.niche.com/colleges/kennesaw-state-university/,A-,https://www.niche.com/colleges/kennesaw-state-university/
South Dakota State University,https://www.niche.com/colleges/south-dakota-state-university/,154,https://www.niche.com/colleges/south-dakota-state-university/,A-,https://www.niche.com/colleges/south-dakota-state-university/
Liberty University,https://www.niche.com/colleges/liberty-university/,155,https://www.niche.com/colleges/liberty-university/,A-,https://www.niche.com/colleges/liberty-university/
Linfield College,https://www.niche.com/colleges/linfield-college/,156,https://www.niche.com/colleges/linfield-college/,A-,https://www.niche.com/colleges/linfield-college/
University of Findlay,https://www.niche.com/colleges/university-of-findlay/,157,https://www.niche.com/colleges/university-of-findlay/,A-,https://www.niche.com/colleges/university-of-findlay/
Boston University,https://www.niche.com/colleges/boston-university/,158,https://www.niche.com/colleges/boston-university/,A-,https://www.niche.com/colleges/boston-university/
Gonzaga University,https://www.niche.com/colleges/gonzaga-university/,159,https://www.niche.com/colleges/gonzaga-university/,A-,https://www.niche.com/colleges/gonzaga-university/
Ashland University,https://www.niche.com/colleges/ashland-university/,160,https://www.niche.com/colleges/ashland-university/,A-,https://www.niche.com/colleges/ashland-university/
Grand Canyon University,https://www.niche.com/colleges/grand-canyon-university/,161,https://www.niche.com/colleges/grand-canyon-university/,A-,https://www.niche.com/colleges/grand-canyon-university/
Yale University,https://www.niche.com/colleges/yale-university/,162,https://www.niche.com/colleges/yale-university/,A-,https://www.niche.com/colleges/yale-university/
University of Denver,https://www.niche.com/colleges/university-of-denver/,163,https://www.niche.com/colleges/university-of-denver/,A-,https://www.niche.com/colleges/university-of-denver/
DePaul University,https://www.niche.com/colleges/depaul-university/,164,https://www.niche.com/colleges/depaul-university/,A-,https://www.niche.com/colleges/depaul-university/
Northern Kentucky University,https://www.niche.com/colleges/northern-kentucky-university/,165,https://www.niche.com/colleges/northern-kentucky-university/,A-,https://www.niche.com/colleges/northern-kentucky-university/
Drury University,https://www.niche.com/colleges/drury-university/,166,https://www.niche.com/colleges/drury-university/,A-,https://www.niche.com/colleges/drury-university/
University of California - Davis,https://www.niche.com/colleges/university-of-california---davis/,167,https://www.niche.com/colleges/university-of-california---davis/,A-,https://www.niche.com/colleges/university-of-california---davis/
Bellarmine University,https://www.niche.com/colleges/bellarmine-university/,168,https://www.niche.com/colleges/bellarmine-university/,A-,https://www.niche.com/colleges/bellarmine-university/
California State Polytechnic University - Pomona,https://www.niche.com/colleges/california-state-polytechnic-university---pomona/,169,https://www.niche.com/colleges/california-state-polytechnic-university---pomona/,A-,https://www.niche.com/colleges/california-state-polytechnic-university---pomona/
Seton Hall University,https://www.niche.com/colleges/seton-hall-university/,170,https://www.niche.com/colleges/seton-hall-university/,A-,https://www.niche.com/colleges/seton-hall-university/
Wichita State University,https://www.niche.com/colleges/wichita-state-university/,171,https://www.niche.com/colleges/wichita-state-university/,B+,https://www.niche.com/colleges/wichita-state-university/
University of New Hampshire,https://www.niche.com/colleges/university-of-new-hampshire/,172,https://www.niche.com/colleges/university-of-new-hampshire/,B+,https://www.niche.com/colleges/university-of-new-hampshire/
Colgate University,https://www.niche.com/colleges/colgate-university/,173,https://www.niche.com/colleges/colgate-university/,B+,https://www.niche.com/colleges/colgate-university/
Winona State University,https://www.niche.com/colleges/winona-state-university/,174,https://www.niche.com/colleges/winona-state-university/,B+,https://www.niche.com/colleges/winona-state-university/
Franklin Pierce University,https://www.niche.com/colleges/franklin-pierce-university/,175,https://www.niche.com/colleges/franklin-pierce-university/,B+,https://www.niche.com/colleges/franklin-pierce-university/
Xavier University,https://www.niche.com/colleges/xavier-university/,176,https://www.niche.com/colleges/xavier-university/,B+,https://www.niche.com/colleges/xavier-university/
Minnesota State University,https://www.niche.com/colleges/minnesota-state-university/,177,https://www.niche.com/colleges/minnesota-state-university/,B+,https://www.niche.com/colleges/minnesota-state-university/
Metropolitan State University of Denver,https://www.niche.com/colleges/metropolitan-state-university-of-denver/,178,https://www.niche.com/colleges/metropolitan-state-university-of-denver/,B+,https://www.niche.com/colleges/metropolitan-state-university-of-denver/
University of Dayton,https://www.niche.com/colleges/university-of-dayton/,179,https://www.niche.com/colleges/university-of-dayton/,B+,https://www.niche.com/colleges/university-of-dayton/
St. John's University - New York,https://www.niche.com/colleges/st-johns-university---new-york/,180,https://www.niche.com/colleges/st-johns-university---new-york/,B+,https://www.niche.com/colleges/st-johns-university---new-york/
Virginia Commonwealth University,https://www.niche.com/colleges/virginia-commonwealth-university/,181,https://www.niche.com/colleges/virginia-commonwealth-university/,B+,https://www.niche.com/colleges/virginia-commonwealth-university/
Marquette University,https://www.niche.com/colleges/marquette-university/,182,https://www.niche.com/colleges/marquette-university/,B+,https://www.niche.com/colleges/marquette-university/
University of Maine,https://www.niche.com/colleges/university-of-maine/,183,https://www.niche.com/colleges/university-of-maine/,B+,https://www.niche.com/colleges/university-of-maine/
University of Portland,https://www.niche.com/colleges/university-of-portland/,184,https://www.niche.com/colleges/university-of-portland/,B+,https://www.niche.com/colleges/university-of-portland/
Creighton University,https://www.niche.com/colleges/creighton-university/,185,https://www.niche.com/colleges/creighton-university/,B+,https://www.niche.com/colleges/creighton-university/
Lafayette College,https://www.niche.com/colleges/lafayette-college/,186,https://www.niche.com/colleges/lafayette-college/,B+,https://www.niche.com/colleges/lafayette-college/
West Texas A&M University,https://www.niche.com/colleges/west-texas-a-and-m-university/,187,https://www.niche.com/colleges/west-texas-a-and-m-university/,B+,https://www.niche.com/colleges/west-texas-a-and-m-university/
Angelo State University,https://www.niche.com/colleges/angelo-state-university/,188,https://www.niche.com/colleges/angelo-state-university/,B+,https://www.niche.com/colleges/angelo-state-university/
"Stony Brook University, SUNY",https://www.niche.com/colleges/stony-brook-university-suny/,189,https://www.niche.com/colleges/stony-brook-university-suny/,B+,https://www.niche.com/colleges/stony-brook-university-suny/
Towson University,https://www.niche.com/colleges/towson-university/,190,https://www.niche.com/colleges/towson-university/,B+,https://www.niche.com/colleges/towson-university/
Santa Clara University,https://www.niche.com/colleges/santa-clara-university/,191,https://www.niche.com/colleges/santa-clara-university/,B+,https://www.niche.com/colleges/santa-clara-university/
George Fox University,https://www.niche.com/colleges/george-fox-university/,192,https://www.niche.com/colleges/george-fox-university/,B+,https://www.niche.com/colleges/george-fox-university/
California University of Pennsylvania,https://www.niche.com/colleges/california-university-of-pennsylvania/,193,https://www.niche.com/colleges/california-university-of-pennsylvania/,B+,https://www.niche.com/colleges/california-university-of-pennsylvania/
Merrimack College,https://www.niche.com/colleges/merrimack-college/,194,https://www.niche.com/colleges/merrimack-college/,B+,https://www.niche.com/colleges/merrimack-college/
Bucknell University,https://www.niche.com/colleges/bucknell-university/,195,https://www.niche.com/colleges/bucknell-university/,B+,https://www.niche.com/colleges/bucknell-university/
Stephen F Austin State University,https://www.niche.com/colleges/stephen-f-austin-state-university/,196,https://www.niche.com/colleges/stephen-f-austin-state-university/,B+,https://www.niche.com/colleges/stephen-f-austin-state-university/
Dartmouth College,https://www.niche.com/colleges/dartmouth-college/,197,https://www.niche.com/colleges/dartmouth-college/,B+,https://www.niche.com/colleges/dartmouth-college/
Harding University,https://www.niche.com/colleges/harding-university/,198,https://www.niche.com/colleges/harding-university/,B+,https://www.niche.com/colleges/harding-university/
Jacksonville State University,https://www.niche.com/colleges/jacksonville-state-university/,199,https://www.niche.com/colleges/jacksonville-state-university/,B+,https://www.niche.com/colleges/jacksonville-state-university/
Middlebury College,https://www.niche.com/colleges/middlebury-college/,200,https://www.niche.com/colleges/middlebury-college/,B+,https://www.niche.com/colleges/middlebury-college/
Young Harris College,https://www.niche.com/colleges/young-harris-college/,201,https://www.niche.com/colleges/young-harris-college/,B+,https://www.niche.com/colleges/young-harris-college/
Kentucky Wesleyan College,https://www.niche.com/colleges/kentucky-wesleyan-college/,202,https://www.niche.com/colleges/kentucky-wesleyan-college/,B+,https://www.niche.com/colleges/kentucky-wesleyan-college/
University of Northern Iowa,https://www.niche.com/colleges/university-of-northern-iowa/,203,https://www.niche.com/colleges/university-of-northern-iowa/,B+,https://www.niche.com/colleges/university-of-northern-iowa/
Mercer University,https://www.niche.com/colleges/mercer-university/,204,https://www.niche.com/colleges/mercer-university/,B+,https://www.niche.com/colleges/mercer-university/
University of North Alabama,https://www.niche.com/colleges/university-of-north-alabama/,205,https://www.niche.com/colleges/university-of-north-alabama/,B+,https://www.niche.com/colleges/university-of-north-alabama/
Illinois State University,https://www.niche.com/colleges/illinois-state-university/,206,https://www.niche.com/colleges/illinois-state-university/,B+,https://www.niche.com/colleges/illinois-state-university/
